record_id,active_ingredient,clinical_indication,contraindications,source_file,source_sheet,source_row,species,dosage_raw,route_hint
50,Ciprofloxacino,"Antibiótico utilizado para as infecções do trato urinário, respiratório, gastrintestinais, prostatites, endocardite, otite externa e infecções cutâneas.",Não utilizar em pacientes que aprsentam hipersensibilidade a quinolonas. Evitar o uso em pacientes jovens.,Bulário.xlsx,Cópia de Página1,51,dog,5-15mg/kg/12h - Via oral,ORAL
50,Ciprofloxacino,"Antibiótico utilizado para as infecções do trato urinário, respiratório, gastrintestinais, prostatites, endocardite, otite externa e infecções cutâneas.",Não utilizar em pacientes que aprsentam hipersensibilidade a quinolonas. Evitar o uso em pacientes jovens.,Bulário.xlsx,Cópia de Página1,51,cat,5-15mg/kg/12h - Via oral,ORAL
51,Ciproheptadina,Anti-histamínico e quando associados às vitaminas B1 e B12 é indicada como estimulante de apetite.,Utilizar com cautela em pacientes gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,52,dog,"0,3-2mg/kg/12h - Via oral",ORAL
51,Ciproheptadina,Anti-histamínico e quando associados às vitaminas B1 e B12 é indicada como estimulante de apetite.,Utilizar com cautela em pacientes gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,52,cat,Anti-histamínico: 2mg/12h/animal Estimulante de apetite: 2-4mg/12-24h/animal Via oral,ORAL
52,Citrato de potássio,Alcalinizante preventivo da formação de urólitos de oxalato de cálcio e tratamento da acidose metabólica crônica. Utilizada também no tratamento da nefrolitíase.,"Não utilizar em pacientes com tendência a hipercalemia, com doença renal grave, diabetes e desidratação.",Bulário.xlsx,Cópia de Página1,53,dog,40-70mg/kg/12h - Via oral,ORAL
52,Citrato de potássio,Alcalinizante preventivo da formação de urólitos de oxalato de cálcio e tratamento da acidose metabólica crônica. Utilizada também no tratamento da nefrolitíase.,"Não utilizar em pacientes com tendência a hipercalemia, com doença renal grave, diabetes e desidratação.",Bulário.xlsx,Cópia de Página1,53,cat,50-100mg/kg/12h - Via oral,ORAL
53,Clavulanato de Potássio,"Bactericida associado a Amoxicilina na dose de ¼, indicado para otites, piodermites, pneumonia, infecção respiratória, urinária, geniturinária, gastrintestinal e pele.","Utilizar com cautela em pacientes que apresentam obstruções uretrais, intestinais, glaucoma de Ângulo fechado, hipertrofia prostática e insuficiencia cardíaca.",Bulário.xlsx,Cópia de Página1,54,dog,"0,05-0,1mg/kg/12h - Via oral",ORAL
53,Clavulanato de Potássio,"Bactericida associado a Amoxicilina na dose de ¼, indicado para otites, piodermites, pneumonia, infecção respiratória, urinária, geniturinária, gastrintestinal e pele.","Utilizar com cautela em pacientes que apresentam obstruções uretrais, intestinais, glaucoma de Ângulo fechado, hipertrofia prostática e insuficiencia cardíaca.",Bulário.xlsx,Cópia de Página1,54,cat,"0,4-0,7mg/kg/12h - Via oral",ORAL
54,Clindamicina,"Antibiótico utilizado para tratar afecções da cavidade oral, osteomielite, trato respiratório e infecções hepatobiliares, pele ferida e infecções profundas de tecidos moles causadas por bactérias gram-positivas.","Não utilizar em pacientes que apresentam hipersensibilidade a Clindamicina, pacientes nefropatas, hepatopatas. Utilizar com cautela em gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,55,dog,(Infecções bacterianas) 5-11mg/kg/12 - Via Oral. (Toxoplasmose) 15mg/kg/12h - Via Oral (Uso externo) 1-2%,ORAL
54,Clindamicina,"Antibiótico utilizado para tratar afecções da cavidade oral, osteomielite, trato respiratório e infecções hepatobiliares, pele ferida e infecções profundas de tecidos moles causadas por bactérias gram-positivas.","Não utilizar em pacientes que apresentam hipersensibilidade a Clindamicina, pacientes nefropatas, hepatopatas. Utilizar com cautela em gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,55,cat,(Infecções bacterianas) 5-11mg/kg/12 - Via Oral. (Toxoplasmose) 15mg/kg/12h - Via Oral (Uso externo) 1-2%,ORAL
55,Clopidogrel,Utilizado em pacientes suscetíveis a formação de coágulos sanguíneos e para inibir a formação ou desenvolvimento de trombos e êmbolos.,"Não utilizar em pacientes que apresentam hipersensibilidade ao medicamento, em pacientes com alto riscos de sangramento, pacientes gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,56,dog,"0,5-1mg/kg/24h - Via oral",ORAL
55,Clopidogrel,Utilizado em pacientes suscetíveis a formação de coágulos sanguíneos e para inibir a formação ou desenvolvimento de trombos e êmbolos.,"Não utilizar em pacientes que apresentam hipersensibilidade ao medicamento, em pacientes com alto riscos de sangramento, pacientes gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,56,cat,19mg/animal/24h - Via oral,ORAL
56,Clorella,"Utilizado para repor os nutrientes, vitaminas e sais minerais, atua também como regulador da glicose, estimulante cerebral, antilipêmico e antioxidante.",Não utilizar em animais que são alérgicos a frutos do mar e em animais filhotes. Avaliar risco beneficío em gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,57,dog,30-60mg/kg/12-24h - Via oral,ORAL
56,Clorella,"Utilizado para repor os nutrientes, vitaminas e sais minerais, atua também como regulador da glicose, estimulante cerebral, antilipêmico e antioxidante.",Não utilizar em animais que são alérgicos a frutos do mar e em animais filhotes. Avaliar risco beneficío em gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,57,cat,30-60mg/kg/12-24h - Via oral,ORAL
57,Clotrimazol,"Antimicótico de amplo espectro, ativo contra dermatófitos, saprófitas e leveduras",,Bulário.xlsx,Cópia de Página1,58,dog,1% uso tópico,
57,Clotrimazol,"Antimicótico de amplo espectro, ativo contra dermatófitos, saprófitas e leveduras",,Bulário.xlsx,Cópia de Página1,58,cat,1% uso tópico,
58,Citrato de sódio,"Utilizado como alcalinizante urinário e sitêmico, diurético, laxante, agente quelante, anticoagulante e eletrólito.",Evitar o uso em pacientes com insuficiência hepática grave.,Bulário.xlsx,Cópia de Página1,59,dog,"0,2-2g/animal - Via oral",ORAL
58,Citrato de sódio,"Utilizado como alcalinizante urinário e sitêmico, diurético, laxante, agente quelante, anticoagulante e eletrólito.",Evitar o uso em pacientes com insuficiência hepática grave.,Bulário.xlsx,Cópia de Página1,59,cat,"0,1-0,5g/animal - 24h",
59,Clorexidina,"Antisséptico de amplo espectro, utilizado para limpeza e antissepsia de feridas. Utilizado também como antifúngico e bactericida.",Não utilizar em pacientes que apresentam hipersensibilidade a Clorexidina. Evitar o uso em pacientes gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,60,dog,"0,5-4% Uso tópico",
59,Clorexidina,"Antisséptico de amplo espectro, utilizado para limpeza e antissepsia de feridas. Utilizado também como antifúngico e bactericida.",Não utilizar em pacientes que apresentam hipersensibilidade a Clorexidina. Evitar o uso em pacientes gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,60,cat,"0,5-4% Uso tópico",
60,Cobre,"Mineral ativador dos sistema imunológico, auxilia na produção de glóbulos vermelhos e facilita a absorção do Ferro na corrente sanguínea, também participa da produção de colágeno que garante a integridade de ossos, pele, cartilagem e propriedades elásticas dos vasos sanguíneos.",Não há relatos.,Bulário.xlsx,Cópia de Página1,61,dog,40-85mcg/kg/24h - Via oral,ORAL
60,Cobre,"Mineral ativador dos sistema imunológico, auxilia na produção de glóbulos vermelhos e facilita a absorção do Ferro na corrente sanguínea, também participa da produção de colágeno que garante a integridade de ossos, pele, cartilagem e propriedades elásticas dos vasos sanguíneos.",Não há relatos.,Bulário.xlsx,Cópia de Página1,61,cat,40-85mcg/kg/24h - Via oral,ORAL
61,Coenzima Q10,"Auxilia no sistema imunológico e no tratamento de patologias cardíacas, neurológicas e oncológicas.",Evitar o uso em pacientes com hipoglicemia e insuficiência renal.,Bulário.xlsx,Cópia de Página1,62,dog,5-10mg/kg/24h- Via oral,ORAL
61,Coenzima Q10,"Auxilia no sistema imunológico e no tratamento de patologias cardíacas, neurológicas e oncológicas.",Evitar o uso em pacientes com hipoglicemia e insuficiência renal.,Bulário.xlsx,Cópia de Página1,62,cat,5-10mg/kg/24h- Via oral,ORAL
62,Codeína,"Tem ação analgésica, antitussígena e hipnótica. Indicada no tratamento da dor moderada, associada ou não a anti-inflamatórios não esteroidais. MEDICAMENTO CONTROLADO","Não utilizar em pacientes que apresentam hipersensibilidade ao princípio ativo, com a função respiratória comprometida. Usar com cautela em pacientes diabéticos.",Bulário.xlsx,Cópia de Página1,63,dog,"Ação antitussígena: 0,1-0,3mg/kg Ação analgésica: 0,5-4mg/kg Via oral",ORAL
62,Codeína,"Tem ação analgésica, antitussígena e hipnótica. Indicada no tratamento da dor moderada, associada ou não a anti-inflamatórios não esteroidais. MEDICAMENTO CONTROLADO","Não utilizar em pacientes que apresentam hipersensibilidade ao princípio ativo, com a função respiratória comprometida. Usar com cautela em pacientes diabéticos.",Bulário.xlsx,Cópia de Página1,63,cat,"Ação antitussígena: 0,1mg/kg Ação analgésica: 0,5-2mg/kg Via oral",ORAL
63,Colágeno hidrolisado,"É um nutracêutico obtido principalmente de cartilagem animal. Indicado para a redução de processos catabólicos, tem ação anti-inflamatória e realiza a biossíntese de colágeno na matriz molecular.",Não há relatos.,Bulário.xlsx,Cópia de Página1,64,dog,20-40mg/animal/24h - Via oral,ORAL
63,Colágeno hidrolisado,"É um nutracêutico obtido principalmente de cartilagem animal. Indicado para a redução de processos catabólicos, tem ação anti-inflamatória e realiza a biossíntese de colágeno na matriz molecular.",Não há relatos.,Bulário.xlsx,Cópia de Página1,64,cat,20-40mg/animal/24h - Via oral,ORAL
64,Colágeno tipo 2,"Indicado para pacientes com patologias articulares degenerativas, promove maior conforto para as articulações inflamadas e melhora a flexibilidade e mobilidade das mesmas.",Recomenda-se que o uso seja feito por animais adultos.,Bulário.xlsx,Cópia de Página1,65,dog,20-40mg/animal/24h - Via oral,ORAL
64,Colágeno tipo 2,"Indicado para pacientes com patologias articulares degenerativas, promove maior conforto para as articulações inflamadas e melhora a flexibilidade e mobilidade das mesmas.",Recomenda-se que o uso seja feito por animais adultos.,Bulário.xlsx,Cópia de Página1,65,cat,20-40mg/animal/24h - Via oral,ORAL
65,Colina bitartarato,"Utilizada na prevenção da transmissão de impulsos nervosos, da esteatose hepática, da metabolização de lípidios e participa na formação de acetilcolina.","Contraindicado o uso em pacientes com doenças cardiovasculares, gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,66,dog,40-50mg/animal/24h - Via oral.,ORAL
65,Colina bitartarato,"Utilizada na prevenção da transmissão de impulsos nervosos, da esteatose hepática, da metabolização de lípidios e participa na formação de acetilcolina.","Contraindicado o uso em pacientes com doenças cardiovasculares, gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,66,cat,100mg/animal/24h - Via oral.,ORAL
66,Colchicina,"Tto. de amiloidose, fibrose ou cirrose hepática e gota úrica",,Bulário.xlsx,Cópia de Página1,67,dog,"0,025-0,03 mg/kg q24h VO",VO
66,Colchicina,"Tto. de amiloidose, fibrose ou cirrose hepática e gota úrica",,Bulário.xlsx,Cópia de Página1,67,cat,"0,025-0,03 mg/kg q24h VO",VO
67,Complexo B,"Atua no bom funcionamento do sistema imunológico, do cerébro, do metabolismo, da pele e dos músculos. Níveis de garantia: B1 5mg/g, B2 2mg/g, B3 20mg/g, B5 2,76mg/g, B6 2mg/g.","Avaliar risco beneficío em uso de gestantes, lactantes ou pacientes diabéticos.",Bulário.xlsx,Cópia de Página1,68,dog,Dosagem calculada de acordo com a necessidade do animal.,
67,Complexo B,"Atua no bom funcionamento do sistema imunológico, do cerébro, do metabolismo, da pele e dos músculos. Níveis de garantia: B1 5mg/g, B2 2mg/g, B3 20mg/g, B5 2,76mg/g, B6 2mg/g.","Avaliar risco beneficío em uso de gestantes, lactantes ou pacientes diabéticos.",Bulário.xlsx,Cópia de Página1,68,cat,Dosagem calculada de acordo com a necessidade do animal.,
68,Condroitina,Suplementação de nutrientes indicada para prevenção de patologias articulares degenerativas.,"Não utilizar em pacientes que apresentam hipersensibilidade ao medicamento, gestantes e lactantes. Utilizar com cautela em pacientes diabéticos.",Bulário.xlsx,Cópia de Página1,69,dog,22-44mg/kg/24h - Via oral,ORAL
68,Condroitina,Suplementação de nutrientes indicada para prevenção de patologias articulares degenerativas.,"Não utilizar em pacientes que apresentam hipersensibilidade ao medicamento, gestantes e lactantes. Utilizar com cautela em pacientes diabéticos.",Bulário.xlsx,Cópia de Página1,69,cat,22-44mg/kg/24h - Via oral,ORAL
69,Cordyceps,"Antioxidante, estimulador do sistema imunológico e antitumoral","Evitar o uso em pacientes gestantes, lactantes e que fazem o uso de imunossupressores.",Bulário.xlsx,Cópia de Página1,70,dog,7-25mg/kg/24h- Via oral,ORAL
69,Cordyceps,"Antioxidante, estimulador do sistema imunológico e antitumoral","Evitar o uso em pacientes gestantes, lactantes e que fazem o uso de imunossupressores.",Bulário.xlsx,Cópia de Página1,70,cat,7-25mg/kg/24h- Via oral,ORAL
70,Cramberry,"Fitoterápico utilizado para o trato urinário, previnindo e tratando infecções urinárias. Tem ação antioxidante, antitumoral, cardioprotetor e estimulante. Também é utilizado para doenças neurológicas, síndrome da deficiência cognitiva (SDC).","Evitar o uso em gestantes, lactantes, animais que apresentam sensibilidade gastrointestinal ou tenham intolerância a ácido salicílico/ácido acetilsalicílico.",Bulário.xlsx,Cópia de Página1,71,dog,10mg/kg/24h - Via oral (Administrar a cada 12 horas em casos de infecção),ORAL
70,Cramberry,"Fitoterápico utilizado para o trato urinário, previnindo e tratando infecções urinárias. Tem ação antioxidante, antitumoral, cardioprotetor e estimulante. Também é utilizado para doenças neurológicas, síndrome da deficiência cognitiva (SDC).","Evitar o uso em gestantes, lactantes, animais que apresentam sensibilidade gastrointestinal ou tenham intolerância a ácido salicílico/ácido acetilsalicílico.",Bulário.xlsx,Cópia de Página1,71,cat,10mg/kg/24h - Via oral (Administrar a cada 12 horas em casos de infecção),ORAL
71,Cúrcuma,"Nutracêutico e fitoterápico com ação anti-inflamatória, analgésica, antioxidante e antitumoral.","Não utilzar em pacientes com obstrução dos ductos biliares, distúrbios hemorrágicos ou utilizam medicamentos anticoagulantes.",Bulário.xlsx,Cópia de Página1,72,dog,50mg/kg/24h ou dose dividida ao longo do dia - Via oral,ORAL
71,Cúrcuma,"Nutracêutico e fitoterápico com ação anti-inflamatória, analgésica, antioxidante e antitumoral.","Não utilzar em pacientes com obstrução dos ductos biliares, distúrbios hemorrágicos ou utilizam medicamentos anticoagulantes.",Bulário.xlsx,Cópia de Página1,72,cat,50mg/kg/24h ou dose dividida ao longo do dia - Via oral,ORAL
72,D-Ribose,"Repositor energético de rápida absorção, utilizado como fonte de energia imediata. Traz benefícios para os músculos cardíacos e esqueléticos, além de aumentar o fluxo sanguíneo.",Não utilizar em pacientes diabéticos ou com excesso de ácido úrico.,Bulário.xlsx,Cópia de Página1,73,dog,30-60mg/kg/24h - Via oral,ORAL
72,D-Ribose,"Repositor energético de rápida absorção, utilizado como fonte de energia imediata. Traz benefícios para os músculos cardíacos e esqueléticos, além de aumentar o fluxo sanguíneo.",Não utilizar em pacientes diabéticos ou com excesso de ácido úrico.,Bulário.xlsx,Cópia de Página1,73,cat,30-60mg/kg/24h - Via oral,ORAL
73,D-Pantenol,"Tratamento de diversas afecções de pele, como úlceras e ferimentos, cicatrizante, ação antisseborreica e eutrófica para o folículo piloso",,Bulário.xlsx,Cópia de Página1,74,dog,"0,5% a 2% uso tópico",
73,D-Pantenol,"Tratamento de diversas afecções de pele, como úlceras e ferimentos, cicatrizante, ação antisseborreica e eutrófica para o folículo piloso",,Bulário.xlsx,Cópia de Página1,74,cat,"0,5% a 2% uso tópico",
74,Desmopet,"Colagogo utilizado em pacientes que apresentam hepatite crônica, lipidose, esteatose hepática e nos pacientes em tratamento quimioterápico. Auxilia na detoxificação hepática, sobrecarga medicamentosa.",Não utilizar em pacientes que apresentam doença renal crônica.,Bulário.xlsx,Cópia de Página1,75,dog,3-10mg/kg/12-24h - Via oral,ORAL
74,Desmopet,"Colagogo utilizado em pacientes que apresentam hepatite crônica, lipidose, esteatose hepática e nos pacientes em tratamento quimioterápico. Auxilia na detoxificação hepática, sobrecarga medicamentosa.",Não utilizar em pacientes que apresentam doença renal crônica.,Bulário.xlsx,Cópia de Página1,75,cat,3-10mg/kg/12-24h - Via oral,ORAL
75,Dexametasona,"Anti-inflamatório, imunossupressor e corticóide utilizado para patologias auto-imunes, traumas, edemas e para o tratamento de dermatoses.","Utilizar com cautela em animais que apresentam insuficiência renal, diabetes, problemas com úlceras e pacreatites, cardiopatas e pacientes com predisposição a tromboembolismo.",Bulário.xlsx,Cópia de Página1,76,dog,"0,25-1mg/animal/24h - Via oral",ORAL
75,Dexametasona,"Anti-inflamatório, imunossupressor e corticóide utilizado para patologias auto-imunes, traumas, edemas e para o tratamento de dermatoses.","Utilizar com cautela em animais que apresentam insuficiência renal, diabetes, problemas com úlceras e pacreatites, cardiopatas e pacientes com predisposição a tromboembolismo.",Bulário.xlsx,Cópia de Página1,76,cat,"0,125-0,5mg/animal/24h - Via oral",ORAL
76,Diacereína,"Analgésico e anti-inflamatório utilizado para o tratamento sintomático de artrites, artroses e outras doenças degenerativas de cartilagem.","Não utilizar em pacientes que apresentam hipersensibilidade ao medicamento, insuficiência renal, obstruções intestinais, doenças inflamatórias intestinais e nos pacientes gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,77,dog,1-2mg/kg/24h - Via oral,ORAL
76,Diacereína,"Analgésico e anti-inflamatório utilizado para o tratamento sintomático de artrites, artroses e outras doenças degenerativas de cartilagem.","Não utilizar em pacientes que apresentam hipersensibilidade ao medicamento, insuficiência renal, obstruções intestinais, doenças inflamatórias intestinais e nos pacientes gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,77,cat,1-2mg/kg/24h - Via oral,ORAL
77,Dipirona,"Analgésico, antiespasmódico e antitérmico",,Bulário.xlsx,Cópia de Página1,78,dog,25 mg/kg q8h-12h VO,VO
77,Dipirona,"Analgésico, antiespasmódico e antitérmico",,Bulário.xlsx,Cópia de Página1,78,cat,25 mg/kg q8h-12h VO,VO
78,DMSO (dimetilsulfóxido),"Anti-inflamatório, analgésico e antisséptico utilizado para tratamento de cinomose canina, isquemias, radioproteção. É um solvente orgânico utilizado como carreador de princípios ativos pela pele. Para uso injetável, é utilizado para diminuição de edema e dores.","Contra indicado para gestantes. Altas doses pode levar a halitose, anemias e hemoglobinúria.",Bulário.xlsx,Cópia de Página1,79,dog,"0,5-1mg/kg/24h - Via oral 10-20% em soluções com ação permeabilizante.",ORAL
78,DMSO (dimetilsulfóxido),"Anti-inflamatório, analgésico e antisséptico utilizado para tratamento de cinomose canina, isquemias, radioproteção. É um solvente orgânico utilizado como carreador de princípios ativos pela pele. Para uso injetável, é utilizado para diminuição de edema e dores.","Contra indicado para gestantes. Altas doses pode levar a halitose, anemias e hemoglobinúria.",Bulário.xlsx,Cópia de Página1,79,cat,10-20% em soluções com ação permeabilizante.,
79,Doxiciclina,"Antibiótico bacteriostático de amplo espectro. Utilizado para o tratamento de doenças do trato respiratório, urinário, gastrentérico, e doenças oftálmicas bacterianas.",Não utilizar em pacientes jovens e usar com cautela em pacientes que apresentam insuficiência renal ou problemas hepáticos.,Bulário.xlsx,Cópia de Página1,80,dog,5-10mg/kg/12-24h - Via oral,ORAL
79,Doxiciclina,"Antibiótico bacteriostático de amplo espectro. Utilizado para o tratamento de doenças do trato respiratório, urinário, gastrentérico, e doenças oftálmicas bacterianas.",Não utilizar em pacientes jovens e usar com cautela em pacientes que apresentam insuficiência renal ou problemas hepáticos.,Bulário.xlsx,Cópia de Página1,80,cat,5-10mg/kg/12-24h - Via oral,ORAL
80,Enalapril,"Vasodilatador inibidor da ECA, indicado para todos os graus de hipertensão essencial, tratamento da hipertensão renovascular e todos os graus de insuficiência cardíaca","Utilizar com cautela em pacientes que apresenta insuficiência vascular cerebral, insuficiência renal, hiponatremia e depleção de sódio, Não utilizar em pacientes gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,81,dog,"0,25-0,5mg/kg/12-24h - Via oral",ORAL
80,Enalapril,"Vasodilatador inibidor da ECA, indicado para todos os graus de hipertensão essencial, tratamento da hipertensão renovascular e todos os graus de insuficiência cardíaca","Utilizar com cautela em pacientes que apresenta insuficiência vascular cerebral, insuficiência renal, hiponatremia e depleção de sódio, Não utilizar em pacientes gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,81,cat,"0,25-0,5mg/kg/12-24h - Via oral",ORAL
81,Enrofloxacino,"Antibiótico bactericida utilizado no tratamento de infecções no trato genito-urinário, gastroenterite bacteriana, otite, osteomielite, meningoencefalites e endocardites.",Não utilizar em pacientes que aprsentam hipersensibilidade a quinolonas. Evitar o uso em pacientes jovens.,Bulário.xlsx,Cópia de Página1,82,dog,5-20mg/kg/12-24h - Via oral,ORAL
81,Enrofloxacino,"Antibiótico bactericida utilizado no tratamento de infecções no trato genito-urinário, gastroenterite bacteriana, otite, osteomielite, meningoencefalites e endocardites.",Não utilizar em pacientes que aprsentam hipersensibilidade a quinolonas. Evitar o uso em pacientes jovens.,Bulário.xlsx,Cópia de Página1,82,cat,5mg/kg/24h - Via oral,ORAL
82,Enterococcus faecium,Probiótico indicado para o equilíbrio da microbiota intestinal.,"Probióticos devem ser utilizados com cautela em animais que apresentam síndrome do intestino curto, imunocomprometidos e idosos.",Bulário.xlsx,Cópia de Página1,83,dog,"(Animais de pequeno porte) 16,600,000 UFC/animal/24h (Animais de grande ou médio porte) 33.300.000 UFC/animal/24h - Via Oral",ORAL
82,Enterococcus faecium,Probiótico indicado para o equilíbrio da microbiota intestinal.,"Probióticos devem ser utilizados com cautela em animais que apresentam síndrome do intestino curto, imunocomprometidos e idosos.",Bulário.xlsx,Cópia de Página1,83,cat,"16,600,000 UFC/animal/24h - Via Oral.",ORAL
83,Enxofre líquido,"Antisséptico, queratolítico e acaricida. Utilizado para tratamento de acne, como regulador da secreção sebácea e caspa.",Não utilizar em felinos.,Bulário.xlsx,Cópia de Página1,84,dog,"0,1-2% - Uso tópico",
84,Equinácea extrato seco,"Utilizado como coadjuvante no tratamento de infecções no trato respiratório, urinário e na pele. Tem ação antifúngica, antibacteriana, antiviral, antioxidante, anti-inflamatória e antineoplásica.",Não utilizar em pacientes com doeças autoimunes e doenças crônicas.,Bulário.xlsx,Cópia de Página1,85,dog,3-5mg/kg/24h - Via oral,ORAL
84,Equinácea extrato seco,"Utilizado como coadjuvante no tratamento de infecções no trato respiratório, urinário e na pele. Tem ação antifúngica, antibacteriana, antiviral, antioxidante, anti-inflamatória e antineoplásica.",Não utilizar em pacientes com doeças autoimunes e doenças crônicas.,Bulário.xlsx,Cópia de Página1,85,cat,3mg/kg/24h - Via oral,ORAL
85,Espinheira santa,"Utilizado em animais para amenizar dores no sistema digestivo, gastrite, úlceras e acidez gástrica. É um potente anti-infeccioso, anti-inflamatório, antioxidante e cicatrizante.",Não utilizar em gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,86,dog,5-10mg/kg/24h - Via oral,ORAL
85,Espinheira santa,"Utilizado em animais para amenizar dores no sistema digestivo, gastrite, úlceras e acidez gástrica. É um potente anti-infeccioso, anti-inflamatório, antioxidante e cicatrizante.",Não utilizar em gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,86,cat,5mg/kg/24h - Via oral,ORAL
86,Espironolactona,Utilizada para o tratamento de hipertensão essencial e distúrbios edematosos.,"Utilizar com cautela em pacientes que apresentam insuficiência renal aguda, pacientes hipercalêmicos e aqueles que recebem inibidores da ECA ou suplementação desse elemento.",Bulário.xlsx,Cópia de Página1,87,dog,"0,5-2mg/kg/12-24h - Via oral",ORAL
86,Espironolactona,Utilizada para o tratamento de hipertensão essencial e distúrbios edematosos.,"Utilizar com cautela em pacientes que apresentam insuficiência renal aguda, pacientes hipercalêmicos e aqueles que recebem inibidores da ECA ou suplementação desse elemento.",Bulário.xlsx,Cópia de Página1,87,cat,"0,5-1mg/kg/12-24h - Via oral",ORAL
87,Espirulina,"Alga com propriedades ricas em proteínas, minerais, vitaminas e aminoácidos, é utilizada como suplemento alimentar.",Não utilizar em portadores de doenças autoimunes. Avaliar risco beneficío em gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,88,dog,10-15mg/kg/24h - Via oral,ORAL
87,Espirulina,"Alga com propriedades ricas em proteínas, minerais, vitaminas e aminoácidos, é utilizada como suplemento alimentar.",Não utilizar em portadores de doenças autoimunes. Avaliar risco beneficío em gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,88,cat,10-15mg/kg/24h - Via oral,ORAL
88,Ext glicólico de Babosa (Aloe Vera),"Utilizado como hidratante, emoliente e regenerador da pele.",Não há relatos.,Bulário.xlsx,Cópia de Página1,89,dog,2-6%- Uso tópico,
88,Ext glicólico de Babosa (Aloe Vera),"Utilizado como hidratante, emoliente e regenerador da pele.",Não há relatos.,Bulário.xlsx,Cópia de Página1,89,cat,2-6% - Uso tópico,
89,Ext glicólico de calêndula,"Atua como cicatrizante, antisséptico no tratamento de lesões superficiais como feridas e ulcerações dérmicas",Não há relatos.,Bulário.xlsx,Cópia de Página1,90,dog,2-10%- Uso tópico,
89,Ext glicólico de calêndula,"Atua como cicatrizante, antisséptico no tratamento de lesões superficiais como feridas e ulcerações dérmicas",Não há relatos.,Bulário.xlsx,Cópia de Página1,90,cat,2-10%- Uso tópico,
90,Ext glicólico de aveia,"Utilizado como emoliente, nutritivo, hidratante, remineralizante, restaurador de tecidos, suavizante e amaciante.",Não há relatos.,Bulário.xlsx,Cópia de Página1,91,dog,1-5%- Uso tópico,
90,Ext glicólico de aveia,"Utilizado como emoliente, nutritivo, hidratante, remineralizante, restaurador de tecidos, suavizante e amaciante.",Não há relatos.,Bulário.xlsx,Cópia de Página1,91,cat,1-5%- Uso tópico,
91,Ext glicólico hamamelis,"O Extrato Glicólico de Hamamélis tem ação adstringente, vasoprotetora, vasoconstritora, descongestionante, antioleosidade, anti-acnêica.",Não é indicado para animais que apresentem irritações gástricas.,Bulário.xlsx,Cópia de Página1,92,dog,2-4%- Uso tópico,
91,Ext glicólico hamamelis,"O Extrato Glicólico de Hamamélis tem ação adstringente, vasoprotetora, vasoconstritora, descongestionante, antioleosidade, anti-acnêica.",Não é indicado para animais que apresentem irritações gástricas.,Bulário.xlsx,Cópia de Página1,92,cat,2-4%- Uso tópico,
92,Famotidina,"Antagonista dos receptores de H2, é utilizado como protetor gástrico e antiulceroso.","Evitar o uso em gestantes, lactantes e em pacientes geriátricos.",Bulário.xlsx,Cópia de Página1,93,dog,"0,5-1mg/kg/12-24h - Via oral",ORAL
92,Famotidina,"Antagonista dos receptores de H2, é utilizado como protetor gástrico e antiulceroso.","Evitar o uso em gestantes, lactantes e em pacientes geriátricos.",Bulário.xlsx,Cópia de Página1,93,cat,"0,5-1mg/kg/12-24h - Via oral",ORAL
93,Febantel,"Utilizado como anti-helmíntico, em cães é indicado para o controle de nematódeos em cães.",Não utilizar em pacientes gestantes e pacientes que apresentam disfunção renal ou hepática.,Bulário.xlsx,Cópia de Página1,94,dog,(Durante 3 dias) 10mg/kg/24h - cães adultos - Via Oral 15mg/kg/24h - cães filhotes - Via Oral,ORAL
93,Febantel,"Utilizado como anti-helmíntico, em cães é indicado para o controle de nematódeos em cães.",Não utilizar em pacientes gestantes e pacientes que apresentam disfunção renal ou hepática.,Bulário.xlsx,Cópia de Página1,94,cat,(Durante 3 dias) 10mg/kg/24h - felinos adultos - Via Oral 15mg/kg/24h - felinos filhotes - Via Oral,ORAL
94,Fembendazol,Utilizado como anti-helmíntico e protozoocida. Utilizado também para tratar a giardíase.,Não deve ser utilizado em pacientes que possuem hipersensibilidade ao ativo.,Bulário.xlsx,Cópia de Página1,95,dog,(Durante 3 dias) 50mg/kg/24h - Via oral,ORAL
